,Gene_stable_ID,Gene_stable_ID_version,Gene_name,Display_name,ENSP
0,ENSG00000000419,ENSG00000000419.14,DPM1,DPM1,ENSP00000360644
1,ENSG00000000457,ENSG00000000457.14,SCYL3,SCYL3,ENSP00000356746
2,ENSG00000000460,ENSG00000000460.17,C1orf112,C1orf112,ENSP00000286031
3,ENSG00000000938,ENSG00000000938.13,FGR,FGR,ENSP00000363117
4,ENSG00000001036,ENSG00000001036.14,FUCA2,FUCA2,ENSP00000002165
5,ENSG00000001084,ENSG00000001084.13,GCLC,GCLC,ENSP00000229416
6,ENSG00000001167,ENSG00000001167.15,NFYA,NFYA,ENSP00000345702
7,ENSG00000001460,ENSG00000001460.18,STPG1,STPG1,ENSP00000363530
8,ENSG00000001461,ENSG00000001461.17,NIPAL3,NIPAL3,ENSP00000363520
9,ENSG00000001497,ENSG00000001497.18,LAS1L,LAS1L,ENSP00000363944
10,ENSG00000001561,ENSG00000001561.7,ENPP4,ENPP4,ENSP00000318066
11,ENSG00000001629,ENSG00000001629.10,ANKIB1,ANKIB1,ENSP00000265742
12,ENSG00000001630,ENSG00000001630.17,CYP51A1,CYP51A1,ENSP00000003100
13,ENSG00000001631,ENSG00000001631.16,KRIT1,KRIT1,ENSP00000378015
14,ENSG00000002016,ENSG00000002016.18,RAD52,RAD52,ENSP00000351284
15,ENSG00000002330,ENSG00000002330.14,BAD,BAD,ENSP00000378040
16,ENSG00000002549,ENSG00000002549.13,LAP3,LAP3,ENSP00000226299
17,ENSG00000002586,ENSG00000002586.20,CD99,CD99,ENSP00000370588
18,ENSG00000002822,ENSG00000002822.16,MAD1L1,MAD1L1,ENSP00000385334
19,ENSG00000002834,ENSG00000002834.18,LASP1,LASP1,ENSP00000325240
20,ENSG00000002919,ENSG00000002919.15,SNX11,SNX11,ENSP00000377059
21,ENSG00000003056,ENSG00000003056.8,M6PR,M6PR,ENSP00000000412
22,ENSG00000003147,ENSG00000003147.19,ICA1,ICA1,ENSP00000385570
23,ENSG00000003393,ENSG00000003393.16,ALS2,ALS2,ENSP00000264276
24,ENSG00000003400,ENSG00000003400.15,CASP10,CASP10,ENSP00000286186
25,ENSG00000003402,ENSG00000003402.20,CFLAR,CFLAR,ENSP00000312455
26,ENSG00000003509,ENSG00000003509.16,NDUFAF7,NDUFAF7,ENSP00000002125
27,ENSG00000003756,ENSG00000003756.17,RBM5,RBM5,ENSP00000343054
28,ENSG00000004059,ENSG00000004059.11,ARF5,ARF5,ENSP00000000233
29,ENSG00000004139,ENSG00000004139.14,SARM1,SARM1,ENSP00000468032
30,ENSG00000004142,ENSG00000004142.12,POLDIP2,POLDIP2,ENSP00000475924
31,ENSG00000004455,ENSG00000004455.17,AK2,AK2,ENSP00000346921
32,ENSG00000004468,ENSG00000004468.13,CD38,CD38,ENSP00000226279
33,ENSG00000004478,ENSG00000004478.8,FKBP4,FKBP4,ENSP00000001008
34,ENSG00000004487,ENSG00000004487.17,KDM1A,KDM1A,ENSP00000383042
35,ENSG00000004534,ENSG00000004534.15,RBM6,RBM6,ENSP00000266022
36,ENSG00000004660,ENSG00000004660.15,CAMKK1,CAMKK1,ENSP00000158166
37,ENSG00000004700,ENSG00000004700.16,RECQL,RECQL,ENSP00000416739
38,ENSG00000004777,ENSG00000004777.18,ARHGAP33,ARHGAP33,ENSP00000320038
39,ENSG00000004779,ENSG00000004779.10,NDUFAB1,NDUFAB1,ENSP00000458770
40,ENSG00000004864,ENSG00000004864.14,SLC25A13,SLC25A13,ENSP00000400101
41,ENSG00000004866,ENSG00000004866.22,ST7,ST7,ENSP00000265437
42,ENSG00000004897,ENSG00000004897.12,CDC27,CDC27,ENSP00000434614
43,ENSG00000004961,ENSG00000004961.15,HCCS,HCCS,ENSP00000326579
44,ENSG00000004975,ENSG00000004975.12,DVL2,DVL2,ENSP00000005340
45,ENSG00000005007,ENSG00000005007.13,UPF1,UPF1,ENSP00000470142
46,ENSG00000005020,ENSG00000005020.13,SKAP2,SKAP2,ENSP00000005587
47,ENSG00000005022,ENSG00000005022.6,SLC25A5,SLC25A5,ENSP00000360671
48,ENSG00000005075,ENSG00000005075.15,POLR2J,POLR2J,ENSP00000292614
49,ENSG00000005100,ENSG00000005100.13,DHX33,DHX33,ENSP00000225296
50,ENSG00000005156,ENSG00000005156.12,LIG3,LIG3,ENSP00000367787
51,ENSG00000005175,ENSG00000005175.10,RPAP3,RPAP3,ENSP00000005386
52,ENSG00000005187,ENSG00000005187.12,ACSM3,ACSM3,ENSP00000289416
53,ENSG00000005194,ENSG00000005194.15,CIAPIN1,CIAPIN1,ENSP00000377914
54,ENSG00000005238,ENSG00000005238.20,FAM214B,FAM214B,ENSP00000367823
55,ENSG00000005243,ENSG00000005243.10,COPZ2,COPZ2,ENSP00000480707
56,ENSG00000005302,ENSG00000005302.19,MSL3,MSL3,ENSP00000312244
57,ENSG00000005339,ENSG00000005339.15,CREBBP,CREBBP,ENSP00000262367
58,ENSG00000005436,ENSG00000005436.14,GCFC2,GCFC2,ENSP00000318690
59,ENSG00000005448,ENSG00000005448.17,WDR54,WDR54,ENSP00000006526
60,ENSG00000005469,ENSG00000005469.12,CROT,CROT,ENSP00000413575
61,ENSG00000005483,ENSG00000005483.21,KMT2E,KMT2E,ENSP00000312379
62,ENSG00000005486,ENSG00000005486.17,RHBDD2,RHBDD2,ENSP00000006777
63,ENSG00000005700,ENSG00000005700.15,IBTK,IBTK,ENSP00000305721
64,ENSG00000005801,ENSG00000005801.18,ZNF195,ZNF195,ENSP00000382511
65,ENSG00000005810,ENSG00000005810.19,MYCBP2,MYCBP2,ENSP00000444596
66,ENSG00000005812,ENSG00000005812.11,FBXL3,FBXL3,ENSP00000347834
67,ENSG00000005844,ENSG00000005844.19,ITGAL,ITGAL,ENSP00000349252
68,ENSG00000005882,ENSG00000005882.12,PDK2,PDK2,ENSP00000420927
69,ENSG00000005889,ENSG00000005889.16,ZFX,ZFX,ENSP00000368475
70,ENSG00000005893,ENSG00000005893.16,LAMP2,LAMP2,ENSP00000408411
71,ENSG00000006007,ENSG00000006007.12,GDE1,GDE1,ENSP00000261386
72,ENSG00000006025,ENSG00000006025.12,OSBPL7,OSBPL7,ENSP00000007414
73,ENSG00000006125,ENSG00000006125.18,AP2B1,AP2B1,ENSP00000482835
74,ENSG00000006194,ENSG00000006194.10,ZNF263,ZNF263,ENSP00000219069
75,ENSG00000006282,ENSG00000006282.21,SPATA20,SPATA20,ENSP00000006658
76,ENSG00000006327,ENSG00000006327.14,TNFRSF12A,TNFRSF12A,ENSP00000326737
77,ENSG00000006451,ENSG00000006451.8,RALA,RALA,ENSP00000005257
78,ENSG00000006459,ENSG00000006459.11,KDM7A,KDM7A,ENSP00000380692
79,ENSG00000006530,ENSG00000006530.18,AGK,AGK,ENSP00000347581
80,ENSG00000006555,ENSG00000006555.11,TTC22,TTC22,ENSP00000360323
81,ENSG00000006576,ENSG00000006576.16,PHTF2,PHTF2,ENSP00000403042
82,ENSG00000006607,ENSG00000006607.14,FARP2,FARP2,ENSP00000264042
83,ENSG00000006625,ENSG00000006625.18,GGCT,GGCT,ENSP00000275428
84,ENSG00000006634,ENSG00000006634.8,DBF4,DBF4,ENSP00000265728
85,ENSG00000006638,ENSG00000006638.13,TBXA2R,TBXA2R,ENSP00000393333
86,ENSG00000006652,ENSG00000006652.15,IFRD1,IFRD1,ENSP00000384477
87,ENSG00000006695,ENSG00000006695.12,COX10,COX10,ENSP00000261643
88,ENSG00000006712,ENSG00000006712.15,PAF1,PAF1,ENSP00000221265
89,ENSG00000006715,ENSG00000006715.16,VPS41,VPS41,ENSP00000309457
90,ENSG00000006744,ENSG00000006744.19,ELAC2,ELAC2,ENSP00000337445
91,ENSG00000006756,ENSG00000006756.16,ARSD,ARSD,ENSP00000370546
92,ENSG00000006757,ENSG00000006757.12,PNPLA4,PNPLA4,ENSP00000370430
93,ENSG00000006831,ENSG00000006831.10,ADIPOR2,ADIPOR2,ENSP00000349616
94,ENSG00000006837,ENSG00000006837.12,CDKL3,CDKL3,ENSP00000265334
95,ENSG00000007038,ENSG00000007038.11,PRSS21,PRSS21,ENSP00000005995
96,ENSG00000007047,ENSG00000007047.15,MARK4,MARK4,ENSP00000262891
97,ENSG00000007080,ENSG00000007080.11,CCDC124,CCDC124,ENSP00000471455
98,ENSG00000007129,ENSG00000007129.18,CEACAM21,CEACAM21,ENSP00000385739
99,ENSG00000007168,ENSG00000007168.14,PAFAH1B1,PAFAH1B1,ENSP00000380378
100,ENSG00000007202,ENSG00000007202.15,KIAA0100,KIAA0100,ENSP00000436773
101,ENSG00000007255,ENSG00000007255.10,TRAPPC6A,TRAPPC6A,ENSP00000006275
102,ENSG00000007264,ENSG00000007264.15,MATK,MATK,ENSP00000378485
103,ENSG00000007312,ENSG00000007312.13,CD79B,CD79B,ENSP00000376544
104,ENSG00000007341,ENSG00000007341.19,ST7L,ST7L,ENSP00000350734
105,ENSG00000007376,ENSG00000007376.8,RPUSD1,RPUSD1,ENSP00000455026
106,ENSG00000007392,ENSG00000007392.17,LUC7L,LUC7L,ENSP00000293872
107,ENSG00000007516,ENSG00000007516.14,BAIAP3,BAIAP3,ENSP00000324510
108,ENSG00000007520,ENSG00000007520.4,TSR3,TSR3,ENSP00000007390
109,ENSG00000007541,ENSG00000007541.17,PIGQ,PIGQ,ENSP00000026218
110,ENSG00000007923,ENSG00000007923.16,DNAJC11,DNAJC11,ENSP00000366800
111,ENSG00000007944,ENSG00000007944.15,MYLIP,MYLIP,ENSP00000349298
112,ENSG00000008018,ENSG00000008018.9,PSMB1,PSMB1,ENSP00000262193
113,ENSG00000008083,ENSG00000008083.14,JARID2,JARID2,ENSP00000341280
114,ENSG00000008086,ENSG00000008086.13,CDKL5,CDKL5,ENSP00000369325
115,ENSG00000008128,ENSG00000008128.23,CDK11A,CDK11A,ENSP00000384442
116,ENSG00000008130,ENSG00000008130.15,NADK,NADK,ENSP00000367890
117,ENSG00000008256,ENSG00000008256.16,CYTH3,CYTH3,ENSP00000297044
118,ENSG00000008282,ENSG00000008282.9,SYPL1,SYPL1,ENSP00000011473
119,ENSG00000008283,ENSG00000008283.16,CYB561,CYB561,ENSP00000376702
120,ENSG00000008294,ENSG00000008294.21,SPAG9,SPAG9,ENSP00000262013
121,ENSG00000008324,ENSG00000008324.12,SS18L2,SS18L2,ENSP00000401115
122,ENSG00000008382,ENSG00000008382.16,MPND,MPND,ENSP00000471735
123,ENSG00000008405,ENSG00000008405.12,CRY1,CRY1,ENSP00000008527
124,ENSG00000008441,ENSG00000008441.18,NFIX,NFIX,ENSP00000380781
125,ENSG00000008513,ENSG00000008513.16,ST3GAL1,ST3GAL1,ENSP00000428540
126,ENSG00000008710,ENSG00000008710.20,PKD1,PKD1,ENSP00000262304
127,ENSG00000008838,ENSG00000008838.20,MED24,MED24,ENSP00000377686
128,ENSG00000008853,ENSG00000008853.17,RHOBTB2,RHOBTB2,ENSP00000427926
129,ENSG00000008869,ENSG00000008869.12,HEATR5B,HEATR5B,ENSP00000233099
130,ENSG00000008952,ENSG00000008952.17,SEC62,SEC62,ENSP00000337688
131,ENSG00000009307,ENSG00000009307.16,CSDE1,CSDE1,ENSP00000481762
132,ENSG00000009335,ENSG00000009335.18,UBE3C,UBE3C,ENSP00000309198
133,ENSG00000009413,ENSG00000009413.16,REV3L,REV3L,ENSP00000351697
134,ENSG00000009780,ENSG00000009780.16,FAM76A,FAM76A,ENSP00000010299
135,ENSG00000009790,ENSG00000009790.15,TRAF3IP3,TRAF3IP3,ENSP00000355991
136,ENSG00000009830,ENSG00000009830.13,POMT2,POMT2,ENSP00000261534
137,ENSG00000009844,ENSG00000009844.16,VTA1,VTA1,ENSP00000356602
138,ENSG00000009954,ENSG00000009954.11,BAZ1B,BAZ1B,ENSP00000342434
139,ENSG00000010017,ENSG00000010017.13,RANBP9,RANBP9,ENSP00000011619
140,ENSG00000010072,ENSG00000010072.16,SPRTN,SPRTN,ENSP00000295050
141,ENSG00000010219,ENSG00000010219.13,DYRK4,DYRK4,ENSP00000441755
142,ENSG00000010244,ENSG00000010244.19,ZNF207,ZNF207,ENSP00000378165
143,ENSG00000010256,ENSG00000010256.11,UQCRC1,UQCRC1,ENSP00000203407
144,ENSG00000010270,ENSG00000010270.14,STARD3NL,STARD3NL,ENSP00000009041
145,ENSG00000010278,ENSG00000010278.15,CD9,CD9,ENSP00000371958
146,ENSG00000010292,ENSG00000010292.13,NCAPD2,NCAPD2,ENSP00000325017
147,ENSG00000010295,ENSG00000010295.20,IFFO1,IFFO1,ENSP00000482285
148,ENSG00000010318,ENSG00000010318.21,PHF7,PHF7,ENSP00000333024
149,ENSG00000010322,ENSG00000010322.16,NISCH,NISCH,ENSP00000339958
150,ENSG00000010361,ENSG00000010361.14,FUZ,FUZ,ENSP00000313309
151,ENSG00000010404,ENSG00000010404.18,IDS,IDS,ENSP00000339801
152,ENSG00000010539,ENSG00000010539.12,ZNF200,ZNF200,ENSP00000395723
153,ENSG00000010626,ENSG00000010626.15,LRRC23,LRRC23,ENSP00000390932
154,ENSG00000010803,ENSG00000010803.16,SCMH1,SCMH1,ENSP00000318094
155,ENSG00000010810,ENSG00000010810.17,FYN,FYN,ENSP00000346671
156,ENSG00000010818,ENSG00000010818.10,HIVEP2,HIVEP2,ENSP00000356575
157,ENSG00000011009,ENSG00000011009.11,LYPLA2,LYPLA2,ENSP00000363638
158,ENSG00000011021,ENSG00000011021.23,CLCN6,CLCN6,ENSP00000234488
159,ENSG00000011052,ENSG00000011052.21,NME1-NME2,NME1-NME2,ENSP00000376886
160,ENSG00000011114,ENSG00000011114.15,BTBD7,BTBD7,ENSP00000335615
161,ENSG00000011132,ENSG00000011132.12,APBA3,APBA3,ENSP00000315136
162,ENSG00000011143,ENSG00000011143.19,MKS1,MKS1,ENSP00000376827
163,ENSG00000011198,ENSG00000011198.10,ABHD5,ABHD5,ENSP00000390849
164,ENSG00000011243,ENSG00000011243.19,AKAP8L,AKAP8L,ENSP00000380557
165,ENSG00000011258,ENSG00000011258.16,MBTD1,MBTD1,ENSP00000468304
166,ENSG00000011260,ENSG00000011260.14,UTP18,UTP18,ENSP00000225298
167,ENSG00000011275,ENSG00000011275.19,RNF216,RNF216,ENSP00000374552
168,ENSG00000011295,ENSG00000011295.16,TTC19,TTC19,ENSP00000261647
169,ENSG00000011304,ENSG00000011304.22,PTBP1,PTBP1,ENSP00000349428
170,ENSG00000011376,ENSG00000011376.12,LARS2,LARS2,ENSP00000408576
171,ENSG00000011405,ENSG00000011405.13,PIK3C2A,PIK3C2A,ENSP00000265970
172,ENSG00000011451,ENSG00000011451.21,WIZ,WIZ,ENSP00000263381
173,ENSG00000011454,ENSG00000011454.18,RABGAP1,RABGAP1,ENSP00000362751
174,ENSG00000011478,ENSG00000011478.13,QPCTL,QPCTL,ENSP00000012049
175,ENSG00000011485,ENSG00000011485.15,PPP5C,PPP5C,ENSP00000012443
176,ENSG00000011523,ENSG00000011523.14,CEP68,CEP68,ENSP00000367229
177,ENSG00000011566,ENSG00000011566.15,MAP4K3,MAP4K3,ENSP00000263881
178,ENSG00000011600,ENSG00000011600.12,TYROBP,TYROBP,ENSP00000262629
179,ENSG00000011638,ENSG00000011638.11,TMEM159,TMEM159,ENSP00000233047
180,ENSG00000012048,ENSG00000012048.23,BRCA1,BRCA1,ENSP00000418960
181,ENSG00000012061,ENSG00000012061.16,ERCC1,ERCC1,ENSP00000013807
182,ENSG00000012174,ENSG00000012174.12,MBTPS2,MBTPS2,ENSP00000368798
183,ENSG00000012211,ENSG00000012211.13,PRICKLE3,PRICKLE3,ENSP00000470248
184,ENSG00000012232,ENSG00000012232.9,EXTL3,EXTL3,ENSP00000220562
185,ENSG00000012660,ENSG00000012660.14,ELOVL5,ELOVL5,ENSP00000359956
186,ENSG00000012779,ENSG00000012779.11,ALOX5,ALOX5,ENSP00000363512
187,ENSG00000012822,ENSG00000012822.16,CALCOCO1,CALCOCO1,ENSP00000449960
188,ENSG00000012963,ENSG00000012963.15,UBR7,UBR7,ENSP00000013070
189,ENSG00000012983,ENSG00000012983.12,MAP4K5,MAP4K5,ENSP00000013125
190,ENSG00000013016,ENSG00000013016.16,EHD3,EHD3,ENSP00000327116
191,ENSG00000013275,ENSG00000013275.8,PSMC4,PSMC4,ENSP00000157812
192,ENSG00000013288,ENSG00000013288.9,MAN2B2,MAN2B2,ENSP00000285599
193,ENSG00000013306,ENSG00000013306.16,SLC25A39,SLC25A39,ENSP00000366299
194,ENSG00000013364,ENSG00000013364.19,MVP,MVP,ENSP00000378760
195,ENSG00000013374,ENSG00000013374.17,NUB1,NUB1,ENSP00000454264
196,ENSG00000013375,ENSG00000013375.16,PGM3,PGM3,ENSP00000425809
197,ENSG00000013392,ENSG00000013392.8,RWDD2A,RWDD2A,ENSP00000358739
198,ENSG00000013441,ENSG00000013441.16,CLK1,CLK1,ENSP00000394734
199,ENSG00000013503,ENSG00000013503.10,POLR3B,POLR3B,ENSP00000228347
200,ENSG00000013523,ENSG00000013523.11,ANGEL1,ANGEL1,ENSP00000251089
201,ENSG00000013561,ENSG00000013561.18,RNF14,RNF14,ENSP00000378028
202,ENSG00000013563,ENSG00000013563.14,DNASE1L1,DNASE1L1,ENSP00000358824
203,ENSG00000013573,ENSG00000013573.17,DDX11,DDX11,ENSP00000440402
204,ENSG00000013583,ENSG00000013583.10,HEBP1,HEBP1,ENSP00000014930
205,ENSG00000013725,ENSG00000013725.14,CD6,CD6,ENSP00000323280
206,ENSG00000013810,ENSG00000013810.21,TACC3,TACC3,ENSP00000326550
207,ENSG00000014123,ENSG00000014123.10,UFL1,UFL1,ENSP00000358283
208,ENSG00000014138,ENSG00000014138.9,POLA2,POLA2,ENSP00000265465
209,ENSG00000014164,ENSG00000014164.7,ZC3H3,ZC3H3,ENSP00000262577
210,ENSG00000014216,ENSG00000014216.16,CAPN1,CAPN1,ENSP00000431984
211,ENSG00000014641,ENSG00000014641.21,MDH1,MDH1,ENSP00000438144
212,ENSG00000014824,ENSG00000014824.14,SLC30A9,SLC30A9,ENSP00000264451
213,ENSG00000014919,ENSG00000014919.13,COX15,COX15,ENSP00000016171
214,ENSG00000015133,ENSG00000015133.19,CCDC88C,CCDC88C,ENSP00000374507
215,ENSG00000015153,ENSG00000015153.15,YAF2,YAF2,ENSP00000328004
216,ENSG00000015171,ENSG00000015171.20,ZMYND11,ZMYND11,ENSP00000381053
217,ENSG00000015285,ENSG00000015285.11,WAS,WAS,ENSP00000365891
218,ENSG00000015475,ENSG00000015475.19,BID,BID,ENSP00000318822
219,ENSG00000015479,ENSG00000015479.20,MATR3,MATR3,ENSP00000354346
220,ENSG00000015532,ENSG00000015532.10,XYLT2,XYLT2,ENSP00000017003
221,ENSG00000015676,ENSG00000015676.18,NUDCD3,NUDCD3,ENSP00000347626
222,ENSG00000016864,ENSG00000016864.19,GLT8D1,GLT8D1,ENSP00000266014
223,ENSG00000017260,ENSG00000017260.20,ATP2C1,ATP2C1,ENSP00000421326
224,ENSG00000017483,ENSG00000017483.15,SLC38A5,SLC38A5,ENSP00000471683
225,ENSG00000017797,ENSG00000017797.13,RALBP1,RALBP1,ENSP00000019317
226,ENSG00000018189,ENSG00000018189.13,RUFY3,RUFY3,ENSP00000370394
227,ENSG00000018280,ENSG00000018280.17,SLC11A1,SLC11A1,ENSP00000233202
228,ENSG00000018510,ENSG00000018510.18,AGPS,AGPS,ENSP00000264167
229,ENSG00000018699,ENSG00000018699.13,TTC27,TTC27,ENSP00000313953
230,ENSG00000018869,ENSG00000018869.17,ZNF582,ZNF582,ENSP00000301310
231,ENSG00000019485,ENSG00000019485.14,PRDM11,PRDM11,ENSP00000480626
232,ENSG00000019582,ENSG00000019582.16,CD74,CD74,ENSP00000009530
233,ENSG00000019995,ENSG00000019995.6,ZRANB1,ZRANB1,ENSP00000352676
234,ENSG00000020129,ENSG00000020129.16,NCDN,NCDN,ENSP00000362340
235,ENSG00000020256,ENSG00000020256.20,ZFP64,ZFP64,ENSP00000216923
236,ENSG00000020426,ENSG00000020426.11,MNAT1,MNAT1,ENSP00000261245
237,ENSG00000020577,ENSG00000020577.14,SAMD4A,SAMD4A,ENSP00000375919
238,ENSG00000020633,ENSG00000020633.19,RUNX3,RUNX3,ENSP00000382800
239,ENSG00000021355,ENSG00000021355.13,SERPINB1,SERPINB1,ENSP00000370115
240,ENSG00000021574,ENSG00000021574.13,SPAST,SPAST,ENSP00000480893
241,ENSG00000021776,ENSG00000021776.11,AQR,AQR,ENSP00000156471
242,ENSG00000022267,ENSG00000022267.19,FHL1,FHL1,ENSP00000377710
243,ENSG00000022556,ENSG00000022556.16,NLRP2,NLRP2,ENSP00000445135
244,ENSG00000022567,ENSG00000022567.10,SLC45A4,SLC45A4,ENSP00000428137
245,ENSG00000022840,ENSG00000022840.17,RNF10,RNF10,ENSP00000322242
246,ENSG00000022976,ENSG00000022976.16,ZNF839,ZNF839,ENSP00000399863
247,ENSG00000023041,ENSG00000023041.12,ZDHHC6,ZDHHC6,ENSP00000358413
248,ENSG00000023191,ENSG00000023191.17,RNH1,RNH1,ENSP00000433999
249,ENSG00000023228,ENSG00000023228.14,NDUFS1,NDUFS1,ENSP00000392709
250,ENSG00000023287,ENSG00000023287.13,RB1CC1,RB1CC1,ENSP00000025008
251,ENSG00000023318,ENSG00000023318.8,ERP44,ERP44,ENSP00000262455
252,ENSG00000023330,ENSG00000023330.15,ALAS1,ALAS1,ENSP00000378416
253,ENSG00000023445,ENSG00000023445.16,BIRC3,BIRC3,ENSP00000263464
254,ENSG00000023516,ENSG00000023516.9,AKAP11,AKAP11,ENSP00000025301
255,ENSG00000023572,ENSG00000023572.10,GLRX2,GLRX2,ENSP00000356410
256,ENSG00000023608,ENSG00000023608.5,SNAPC1,SNAPC1,ENSP00000216294
257,ENSG00000023697,ENSG00000023697.13,DERA,DERA,ENSP00000416583
258,ENSG00000023734,ENSG00000023734.11,STRAP,STRAP,ENSP00000392270
259,ENSG00000023892,ENSG00000023892.11,DEF6,DEF6,ENSP00000319831
260,ENSG00000023902,ENSG00000023902.14,PLEKHO1,PLEKHO1,ENSP00000358120
261,ENSG00000023909,ENSG00000023909.10,GCLM,GCLM,ENSP00000359258
262,ENSG00000024048,ENSG00000024048.11,UBR2,UBR2,ENSP00000361990
263,ENSG00000024862,ENSG00000024862.18,CCDC28A,CCDC28A,ENSP00000479060
264,ENSG00000025039,ENSG00000025039.15,RRAGD,RRAGD,ENSP00000358423
265,ENSG00000025156,ENSG00000025156.13,HSF2,HSF2,ENSP00000357440
266,ENSG00000025293,ENSG00000025293.17,PHF20,PHF20,ENSP00000363124
267,ENSG00000025434,ENSG00000025434.19,NR1H3,NR1H3,ENSP00000477707
268,ENSG00000025708,ENSG00000025708.14,TYMP,TYMP,ENSP00000379038
269,ENSG00000025770,ENSG00000025770.19,NCAPH2,NCAPH2,ENSP00000299821
270,ENSG00000025772,ENSG00000025772.8,TOMM34,TOMM34,ENSP00000361900
271,ENSG00000025796,ENSG00000025796.14,SEC63,SEC63,ENSP00000357998
272,ENSG00000025800,ENSG00000025800.14,KPNA6,KPNA6,ENSP00000362728
273,ENSG00000026103,ENSG00000026103.22,FAS,FAS,ENSP00000347979
274,ENSG00000026297,ENSG00000026297.17,RNASET2,RNASET2,ENSP00000426455
275,ENSG00000026508,ENSG00000026508.20,CD44,CD44,ENSP00000398632
276,ENSG00000026652,ENSG00000026652.15,AGPAT4,AGPAT4,ENSP00000314036
277,ENSG00000026751,ENSG00000026751.17,SLAMF7,SLAMF7,ENSP00000357022
278,ENSG00000026950,ENSG00000026950.17,BTN3A1,BTN3A1,ENSP00000289361
279,ENSG00000027001,ENSG00000027001.10,MIPEP,MIPEP,ENSP00000371607
280,ENSG00000027075,ENSG00000027075.16,PRKCH,PRKCH,ENSP00000329127
281,ENSG00000027697,ENSG00000027697.15,IFNGR1,IFNGR1,ENSP00000356713
282,ENSG00000027847,ENSG00000027847.14,B4GALT7,B4GALT7,ENSP00000029410
283,ENSG00000027869,ENSG00000027869.12,SH2D2A,SH2D2A,ENSP00000376123
284,ENSG00000028116,ENSG00000028116.18,VRK2,VRK2,ENSP00000408002
285,ENSG00000028137,ENSG00000028137.19,TNFRSF1B,TNFRSF1B,ENSP00000365435
286,ENSG00000028203,ENSG00000028203.18,VEZT,VEZT,ENSP00000410083
287,ENSG00000028277,ENSG00000028277.21,POU2F2,POU2F2,ENSP00000431603
288,ENSG00000028310,ENSG00000028310.18,BRD9,BRD9,ENSP00000419765
289,ENSG00000028528,ENSG00000028528.15,SNX1,SNX1,ENSP00000261889
290,ENSG00000028839,ENSG00000028839.10,TBPL1,TBPL1,ENSP00000237264
291,ENSG00000029363,ENSG00000029363.17,BCLAF1,BCLAF1,ENSP00000435210
292,ENSG00000029364,ENSG00000029364.12,SLC39A9,SLC39A9,ENSP00000336887
293,ENSG00000029534,ENSG00000029534.21,ANK1,ANK1,ENSP00000265709
294,ENSG00000029639,ENSG00000029639.11,TFB1M,TFB1M,ENSP00000356134
295,ENSG00000029725,ENSG00000029725.17,RABEP1,RABEP1,ENSP00000445408
296,ENSG00000029993,ENSG00000029993.15,HMGB3,HMGB3,ENSP00000359393
297,ENSG00000030066,ENSG00000030066.13,NUP160,NUP160,ENSP00000367721
298,ENSG00000030110,ENSG00000030110.13,BAK1,BAK1,ENSP00000363591
299,ENSG00000030582,ENSG00000030582.18,GRN,GRN,ENSP00000053867
300,ENSG00000031003,ENSG00000031003.10,FAM13B,FAM13B,ENSP00000033079
301,ENSG00000031081,ENSG00000031081.11,ARHGAP31,ARHGAP31,ENSP00000264245
302,ENSG00000031691,ENSG00000031691.7,CENPQ,CENPQ,ENSP00000337289
303,ENSG00000031823,ENSG00000031823.14,RANBP3,RANBP3,ENSP00000341483
304,ENSG00000032219,ENSG00000032219.19,ARID4A,ARID4A,ENSP00000347602
305,ENSG00000032444,ENSG00000032444.17,PNPLA6,PNPLA6,ENSP00000407509
306,ENSG00000032742,ENSG00000032742.18,IFT88,IFT88,ENSP00000323580
307,ENSG00000033011,ENSG00000033011.14,ALG1,ALG1,ENSP00000262374
308,ENSG00000033030,ENSG00000033030.15,ZCCHC8,ZCCHC8,ENSP00000438993
309,ENSG00000033050,ENSG00000033050.9,ABCF2,ABCF2,ENSP00000222388
310,ENSG00000033100,ENSG00000033100.16,CHPF2,CHPF2,ENSP00000035307
311,ENSG00000033170,ENSG00000033170.17,FUT8,FUT8,ENSP00000353910
312,ENSG00000033178,ENSG00000033178.13,UBA6,UBA6,ENSP00000313454
313,ENSG00000033800,ENSG00000033800.14,PIAS1,PIAS1,ENSP00000249636
314,ENSG00000033867,ENSG00000033867.16,SLC4A7,SLC4A7,ENSP00000295736
315,ENSG00000034152,ENSG00000034152.19,MAP2K3,MAP2K3,ENSP00000345083
316,ENSG00000034533,ENSG00000034533.12,ASTE1,ASTE1,ENSP00000426421
317,ENSG00000034677,ENSG00000034677.13,RNF19A,RNF19A,ENSP00000428968
318,ENSG00000034693,ENSG00000034693.15,PEX3,PEX3,ENSP00000356563
319,ENSG00000034713,ENSG00000034713.8,GABARAPL2,GABARAPL2,ENSP00000037243
320,ENSG00000035115,ENSG00000035115.22,SH3YL1,SH3YL1,ENSP00000348471
321,ENSG00000035141,ENSG00000035141.8,FAM136A,FAM136A,ENSP00000037869
322,ENSG00000035403,ENSG00000035403.18,VCL,VCL,ENSP00000211998
323,ENSG00000035681,ENSG00000035681.9,NSMAF,NSMAF,ENSP00000411012
324,ENSG00000035720,ENSG00000035720.8,STAP1,STAP1,ENSP00000265404
325,ENSG00000035862,ENSG00000035862.12,TIMP2,TIMP2,ENSP00000262768
